,id,행정동,coordinates,인구수,장애등록인원,고령인구수,복지시설밀도,건물3유형,건물2유형,전동휠체어충전소,전동휠체어충전소_bin,Predictions,XGBoost Predictions,SVM Predictions,KNN Predictions,Random Forest Predictions,Decision Tree Predictions,AdaBoost Predictions,LightGBM Predictions,Gradient Boosting Predictions,scaled_Predictions
916,1222,금곡면,"[[128.16405981062366, 35.13138447683523], [128.16409641713895, 35.13589279439367], [128.16958448528, 35.13586259545471], [128.16954757630472, 35.13135428291473], [128.16405981062366, 35.13138447683523]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
972,1296,하촌동,"[[128.08232072799078, 35.21295803319419], [128.08235292584, 35.2174663600939], [128.08784656511182, 35.21743980955562], [128.08781406356587, 35.21293148706354], [128.08232072799078, 35.21295803319419]]",45.0,10.35897436,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
976,1300,명석면,"[[128.03332304958352, 35.280810848264984], [128.0333526123994, 35.285319162168754], [128.0388508773558, 35.285294794461024], [128.0388210098163, 35.2807864845991], [128.03332304958352, 35.280810848264984]]",8.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
974,1298,지수면,"[[128.25269370464824, 35.221035558911446], [128.25273533477076, 35.22554372312198], [128.25822932641077, 35.22550943459383], [128.258187392513, 35.221001276074716], [128.25269370464824, 35.221035558911446]]",22.0,1.37254902,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
975,1299,이반성면,"[[128.3458512720208, 35.19787849098149], [128.34589801410888, 35.202386569898046], [128.35139032024793, 35.202348075295404], [128.35134327475862, 35.197840002770164], [128.3458512720208, 35.19787849098149]]",6.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1038,1393,정촌면,"[[128.09800830022672, 35.10467710505442], [128.09804123317758, 35.10918549993494], [128.10352758056652, 35.1091583102382], [128.10349434553785, 35.10464991987768], [128.09800830022672, 35.10467710505442]]",0.0,4.276923077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1037,1391,집현면,"[[128.10982104934436, 35.21733111478494], [128.10985477314878, 35.221839415840634], [128.1153486794121, 35.22181161438396], [128.11531465185166, 35.21730331794328], [128.10982104934436, 35.21733111478494]]",0.0,2.517241379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1036,1389,호탄동,"[[128.10941694726526, 35.16323123759088], [128.10945058132543, 35.167739579338594], [128.11494084696406, 35.167711833229106], [128.11490690995615, 35.163203496090404], [128.10941694726526, 35.16323123759088]]",1788.0,24.4516129,369.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0
1035,1386,정촌면,"[[128.10921529967408, 35.136181115926746], [128.1092488889511, 35.140689478010025], [128.11473733791172, 35.14066175954713], [128.11470344609023, 35.136153402069866], [128.10921529967408, 35.136181115926746]]",52.0,4.276923077,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1034,1385,수곡면,"[[127.92864691725737, 35.240650687338], [127.92867064260234, 35.245159100580445], [127.9341662804255, 35.245139510292276], [127.93414225094031, 35.24063110030094], [127.92864691725737, 35.240650687338]]",23.0,0.932773109,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1033,1383,집현면,"[[128.10985477314878, 35.221839415840634], [128.1098885044426, 35.226347713504076], [128.1153827145294, 35.22631990743188], [128.1153486794121, 35.22181161438396], [128.10985477314878, 35.221839415840634]]",26.0,2.517241379,17.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
1032,1381,대곡면,"[[128.1815011565897, 35.24850790753369], [128.18153888769035, 35.253016121568564], [128.18703481847464, 35.25298504323129], [128.1869967831684, 35.248476834353276], [128.1815011565897, 35.24850790753369]]",57.0,2.068181818,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1031,1380,정촌면,"[[128.10911457658494, 35.12265600934621], [128.10914814349263, 35.12716438159463], [128.1146356850214, 35.12713667694829], [128.11460181577075, 35.122628309304375], [128.10911457658494, 35.12265600934621]]",0.0,4.276923077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1030,1378,금곡면,"[[128.16965832782316, 35.14487921035152], [128.16969526139465, 35.14938751270797], [128.17518422911647, 35.14935705008468], [128.17514699288526, 35.144848752789635], [128.16965832782316, 35.14487921035152]]",16.0,4.13253012,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1029,1376,사봉면,"[[128.31267458141468, 35.17556355725851], [128.31271945320128, 35.18007169071676], [128.31821030420966, 35.18003472131398], [128.31816512934486, 35.175526593995635], [128.31267458141468, 35.17556355725851]]",7.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1028,1375,이반성면,"[[128.32919197606262, 35.17996003587361], [128.3292377672438, 35.184468147374176], [128.33472889109262, 35.18443042507501], [128.33468279677263, 35.179922319839015], [128.32919197606262, 35.17996003587361]]",52.0,1.630952381,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
1027,1373,지수면,"[[128.26930239291403, 35.23445639341262], [128.26934496270428, 35.238964530197684], [128.2748398379163, 35.238929476299354], [128.2747969641547, 35.23442134533175], [128.26930239291403, 35.23445639341262]]",96.0,1.37254902,48.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1026,1372,명석면,"[[128.04398751036152, 35.23117028388001], [128.04401760901334, 35.235678626927886], [128.0495125124273, 35.23565380478194], [128.0494821097982, 35.23114546585385], [128.04398751036152, 35.23117028388001]]",17.0,1.79245283,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1025,1371,명석면,"[[128.04386718256876, 35.21313687782078], [128.04389725449775, 35.217645234415365], [128.0493909424074, 35.21762042874587], [128.04936056677099, 35.213112076269255], [128.04386718256876, 35.21313687782078]]",20.0,1.79245283,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1024,1369,수곡면,"[[127.91209247650654, 35.22718266295891], [127.91211527423127, 35.231691095839466], [127.9176100154306, 35.23167226354663], [127.91758691376474, 35.22716383379192], [127.91209247650654, 35.22718266295891]]",16.0,0.932773109,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1023,1368,이현동,"[[128.05463937948068, 35.181528492440314], [128.05467001117145, 35.18603686446324], [128.06016156100608, 35.186011589650384], [128.06013062608253, 35.181503221825004], [128.05463937948068, 35.181528492440314]]",24.0,19.77777778,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1022,1367,지수면,"[[128.24195257334492, 35.24815237850558], [128.24199365060167, 35.25266053353754], [128.24748948475684, 35.25262670996446], [128.2474481033159, 35.248118560544846], [128.24195257334492, 35.24815237850558]]",24.0,1.37254902,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1021,1366,사봉면,"[[128.2633013537825, 35.18039321555843], [128.2633435071276, 35.18490139900962], [128.26883474856186, 35.18486666381205], [128.26879229205204, 35.18035848612941], [128.2633013537825, 35.18039321555843]]",68.0,1.913793103,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1020,1365,미천면,"[[128.07209414576522, 35.32120949630563], [128.07212590502212, 35.32571775051553], [128.07762686759014, 35.32569159456758], [128.07759480301067, 35.321183344693885], [128.07209414576522, 35.32120949630563]]",23.0,1.901639344,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1039,1394,금곡면,"[[128.16936315431872, 35.10881266930692], [128.16940002233653, 35.11332099881555], [128.1748865706609, 35.11329057666807], [128.17484940052046, 35.10878225221646], [128.16936315431872, 35.10881266930692]]",13.0,1.632183908,11.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0
1040,1396,금곡면,"[[128.20197136961008, 35.072559932357976], [128.20200998168085, 35.07706825807191], [128.20749406445412, 35.0770363885989], [128.20745515080802, 35.072528068184994], [128.20197136961008, 35.072559932357976]]",15.0,1.632183908,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1041,1397,금곡면,"[[128.21356741306087, 35.14462858959678], [128.2136067678585, 35.149136850305545], [128.2190956675422, 35.14910439872119], [128.21905601009985, 35.14459614340424], [128.21356741306087, 35.14462858959678]]",6.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1052,1410,진성면,"[[128.22490455874214, 35.185137575155075], [128.22494459876722, 35.18964579442649], [128.2304362075629, 35.189612796317945], [128.23039586429164, 35.1851045825263], [128.22490455874214, 35.185137575155075]]",22.0,1.607594937,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1060,1420,정촌면,"[[128.10366059450905, 35.12719183780916], [128.10369386645976, 35.13170021123314], [128.10918171785514, 35.1316727504549], [128.10914814349263, 35.12716438159463], [128.10366059450905, 35.12719183780916]]",8.0,4.276923077,0.0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0
1059,1418,진성면,"[[128.21921469272013, 35.16262914427121], [128.21925438540288, 35.16713738598697], [128.2247444875228, 35.16710466404976], [128.22470449192838, 35.1625964277695], [128.21921469272013, 35.16262914427121]]",0.0,1.607594937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1058,1417,내동면,"[[128.0544863230172, 35.15898658154305], [128.05451692071614, 35.16349497049288], [128.06000695506, 35.163469716663236], [128.05997605446473, 35.158961331908685], [128.0544863230172, 35.15898658154305]]",9.0,1.2125,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
1057,1415,금곡면,"[[128.213370770105, 35.122087235068584], [128.21341008123167, 35.12659551277148], [128.21889746836334, 35.12656308814043], [128.21885785492776, 35.122054815826445], [128.213370770105, 35.122087235068584]]",23.0,1.632183908,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1056,1414,대평면,"[[127.96144014557045, 35.20897057623254], [127.96146565605359, 35.21347899301141], [127.96695913333097, 35.21345793000206], [127.96693331918725, 35.2089495167201], [127.96144014557045, 35.20897057623254]]",6.0,2.740740741,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1055,1413,사봉면,"[[128.2305572911406, 35.203137417274306], [128.2305976702611, 35.20764561745294], [128.23609048374774, 35.20761234827017], [128.2360498011136, 35.203104153615044], [128.2305572911406, 35.203137417274306]]",13.0,1.913793103,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1054,1412,내동면,"[[128.026863201605, 35.132058571857705], [128.02689224607593, 35.13656700145675], [128.0323804973105, 35.13654301542619], [128.0323511503392, 35.13203458981322], [128.026863201605, 35.132058571857705]]",0.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1053,1411,미천면,"[[128.12159979898684, 35.32096512404674], [128.1216343060884, 35.32547333773738], [128.12713520212802, 35.32544492949407], [128.12710038971872, 35.32093672051299], [128.12159979898684, 35.32096512404674]]",39.0,1.901639344,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1051,1409,명석면,"[[127.99994751645997, 35.21783470593496], [127.9999751648165, 35.22234309060083], [128.00546920805198, 35.222320275338674], [128.00544125590915, 35.21781189446016], [127.99994751645997, 35.21783470593496]]",0.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1042,1398,지수면,"[[128.26925983257527, 35.22994825321834], [128.26930239291403, 35.23445639341262], [128.2747969641547, 35.23442134533175], [128.27475409991203, 35.229913210954294], [128.26925983257527, 35.22994825321834]]",38.0,1.37254902,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1050,1408,집현면,"[[128.0829013846071, 35.29410739862062], [128.082933711409, 35.298615664477836], [128.08843282876785, 35.29858903452006], [128.0884001970531, 35.2940807730791], [128.0829013846071, 35.29410739862062]]",0.0,2.517241379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1049,1407,장재동,"[[128.0933401971656, 35.21741300975451], [128.09337300969207, 35.221921324407], [128.0988669382213, 35.22189427085325], [128.09883382193388, 35.21738596069165], [128.0933401971656, 35.21741300975451]]",47.0,10.35897436,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1048,1406,상봉동,"[[128.07120774378265, 35.194977001540565], [128.0712393061864, 35.19948535068421], [128.07673174529705, 35.199459315971446], [128.07669987946306, 35.19495097115081], [128.07120774378265, 35.194977001540565]]",3935.0,56.55555556,1343.0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0
1047,1405,정촌면,"[[128.11456795404035, 35.11811993827194], [128.11460181577075, 35.122628309304375], [128.12008904743627, 35.122600360873086], [128.1200548834317, 35.11809199448597], [128.11456795404035, 35.11811993827194]]",19.0,4.276923077,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1046,1404,평거동,"[[128.04899658477578, 35.15901158244598], [128.04902687957693, 35.16351997554975], [128.05451692071614, 35.16349497049288], [128.0544863230172, 35.15898658154305], [128.04899658477578, 35.15901158244598]]",12.0,15.02857143,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1045,1402,사봉면,"[[128.27981720307727, 35.18479644661943], [128.27986027547345, 35.189304609232664], [128.28535179164578, 35.18926912134721], [128.28530841602384, 35.184760964627166], [128.27981720307727, 35.18479644661943]]",0.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1044,1401,수곡면,"[[127.95582101611113, 35.186449234682954], [127.95584619496044, 35.19095767181281], [127.96133816026833, 35.19093687532054], [127.96131267809416, 35.18642844164434], [127.95582101611113, 35.186449234682954]]",19.0,0.932773109,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1043,1400,이현동,"[[128.04920878972598, 35.19057026309031], [128.049239131655, 35.19507863249825], [128.05473129496306, 35.195053598351066], [128.05470064966508, 35.19054523310023], [128.04920878972598, 35.19057026309031]]",143.0,19.77777778,78.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1019,1364,명석면,"[[128.01648584188604, 35.226782266653494], [128.01651441428402, 35.23129063306409], [128.02200904646043, 35.23126706202338], [128.0219801701454, 35.22675869952514], [128.01648584188604, 35.226782266653494]]",37.0,1.79245283,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1018,1363,이반성면,"[[128.33989543875776, 35.15283568963318], [128.33994177444043, 35.15734380905265], [128.34543105995292, 35.1573056269967], [128.3453844215395, 35.15279751392032], [128.33989543875776, 35.15283568963318]]",7.0,1.630952381,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1017,1362,금곡면,"[[128.16958448528, 35.13586259545471], [128.1696214024522, 35.14037090460038], [128.17510976492173, 35.14034045209932], [128.17507254522414, 35.13583214801396], [128.16958448528, 35.13586259545471]]",28.0,1.632183908,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
985,1316,명석면,"[[128.01645727583215, 35.222273896858276], [128.01648584188604, 35.226782266653494], [128.0219801701454, 35.22675869952514], [128.02195130024194, 35.22225033364188], [128.01645727583215, 35.222273896858276]]",29.0,1.79245283,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
993,1328,금곡면,"[[128.13134191444422, 35.15861045257084], [128.13137675254842, 35.16311877902632], [128.13686668469484, 35.1630900424878], [128.1368315437169, 35.158581720806126], [128.13134191444422, 35.15861045257084]]",87.0,4.13253012,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
992,1327,내동면,"[[128.0378687420274, 35.13651878086685], [128.0378983980825, 35.14102719906997], [128.04338693877918, 35.14100271191369], [128.04335698015944, 35.13649429777968], [128.0378687420274, 35.13651878086685]]",20.0,1.2125,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
991,1326,수곡면,"[[127.93937026575453, 35.191018567063175], [127.93939454001175, 35.1955270109282], [127.94488682528927, 35.19550695822002], [127.94486224763618, 35.19099851768493], [127.93937026575453, 35.191018567063175]]",10.0,0.932773109,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
990,1325,대곡면,"[[128.1320051631056, 35.24426807504422], [128.13204014850507, 35.24877633702293], [128.13753584804863, 35.24874750968371], [128.13750055849496, 35.244239252488654], [128.1320051631056, 35.24426807504422]]",53.0,2.068181818,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
989,1323,하대동,"[[128.1260596038884, 35.185688871874014], [128.12609418516092, 35.19019718271151], [128.1315859437101, 35.19016866652517], [128.13155105915834, 35.18566036042323], [128.1260596038884, 35.185688871874014]]",2847.0,63.45454545,537.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
988,1322,금산면,"[[128.15937259119085, 35.2305967339401], [128.15940907303278, 35.235104981779564], [128.16490382048215, 35.235074921709305], [128.16486703469735, 35.2305666788589], [128.15937259119085, 35.2305967339401]]",115.0,6.915492958,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
987,1319,미천면,"[[128.12125514907547, 35.27588280031033], [128.12128957963805, 35.28039104796719], [128.1267874256481, 35.28036268679639], [128.12675269045482, 35.27585444384396], [128.12125514907547, 35.27588280031033]]",36.0,1.901639344,20.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
986,1318,정촌면,"[[128.13655069663983, 35.12251502525369], [128.1365857752457, 35.127023374066674], [128.14207327849337, 35.126994427277836], [128.14203789755294, 35.122486083275795], [128.13655069663983, 35.12251502525369]]",8.0,4.276923077,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
984,1315,금곡면,"[[128.1588263345656, 35.162972608778524], [128.1588626950945, 35.16748090755738], [128.16435289047945, 35.16745092226615], [128.16431622701822, 35.16294262846823], [128.1588263345656, 35.162972608778524]]",816.0,4.13253012,202.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0
995,1332,금곡면,"[[128.18582186809738, 35.10872067327808], [128.1858596424776, 35.11322898749187], [128.19134616583574, 35.113197820465594], [128.1913080893384, 35.108689511432615], [128.18582186809738, 35.10872067327808]]",9.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
983,1314,장재동,"[[128.08784656511182, 35.21743980955562], [128.08787907387577, 35.221948128657594], [128.09337300969207, 35.221921324407], [128.0933401971656, 35.21741300975451], [128.08784656511182, 35.21743980955562]]",19.0,10.35897436,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
982,1311,초전동,"[[128.09866835075778, 35.19484435902142], [128.09870143029693, 35.19935268613644], [128.10419383334937, 35.19932540593701], [128.1041604503879, 35.194817083351765], [128.09866835075778, 35.19484435902142]]",6.0,10.35897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
981,1310,이반성면,"[[128.32379213136787, 35.18901373506643], [128.32383763961363, 35.1935218459629], [128.32932938011538, 35.19348436013239], [128.32928356859398, 35.188976255460496], [128.32379213136787, 35.18901373506643]]",7.0,1.630952381,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
980,1308,장재동,"[[128.08774908212172, 35.20391483190985], [128.0877815692364, 35.20842316118155], [128.09327459396738, 35.208396370278], [128.09324180329244, 35.203888045454335], [128.08774908212172, 35.20391483190985]]",9.0,10.35897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
979,1305,명석면,"[[128.02767888974762, 35.25829332174522], [128.02770811537158, 35.262801656586156], [128.03320486394446, 35.262777558770125], [128.03317533393357, 35.2582692279274], [128.02767888974762, 35.25829332174522]]",10.0,1.79245283,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
978,1304,대곡면,"[[128.1600671333387, 35.31625286172839], [128.16010376942225, 35.32076104498213], [128.16560430462567, 35.32073089001646], [128.1655673633144, 35.31622271176212], [128.1600671333387, 35.31625286172839]]",32.0,2.068181818,22.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
977,1303,가좌동,"[[128.0984369995469, 35.163285974303875], [128.09847002770658, 35.167794325145636], [128.10396030821718, 35.167767076644466], [128.10392697710643, 35.16325873032907], [128.0984369995469, 35.163285974303875]]",28.0,24.4516129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
